etext_id,title
34023,"The Bread Line by Albert Bigelow Paine"
34060,"Prisoners of Poverty by Helen Campbell"
34087,"Muutaman työmiehen elämän-vaiheet by Thomasson"
34125,"The Sarva-Darsana-Samgraha by Madhava Acharya"
34268,"Spinning Tops by John Perry"
33990,"The Red Cross Girls with Pershing to Victory"
34368,"Sex-linked Inheritance in Drosophila by Bridges"
34445,"Oeuvres de P. Corneille by Pierre Corneille"
35344,"Third Biennial Report of the Oregon State Highway"
31619,"The Planet Savers by Marion Zimmer Bradley"
34666,"Original Penny Readings by George Manville Fenn"
34796,"William Shakespeare as he lived. by Henry Curling"
34879,"Κρατύλος by Plato"
34941,"Bygone Church Life in Scotland by Various"
34988,"The Professor's Mystery by Hastings and Hooker"
35088,"Vermont riflemen in the war for the union, 1861 to"
35221,"The Nation Behind Prison Bars by George L.  Herr"
35354,"Moral Theology by Callan and McHugh"
35400,"Presidential Candidates: by D. W. Bartlett"
35425,"The Mad Planet by Murray Leinster"
35561,"Encyclopaedia Britannica, 11th Edition, Volume 10,"
35701,"Sekavia solmuja by J. Lamberg"
34844,"Collection of Nebraska Pioneer Reminiscences"
35776,"The Way of the Strong by Ridgwell Cullum"
35863,"The Pocahontas-John Smith Story by Edmunds"
35975,"Book of Etiquette by Lillian Eichler Watson"
36043,"History of the Commune of 1871 by Lissagary"
36083,"The Lady of the Mount by Frederic Stewart Isham"
36085,"Turns about Town by Robert Cortes Holliday"
36380,"L'Illustration, No. 3690, 15 Novembre 1913"
36407,"A Mediaeval Mystic by Vincent Scully"
36451,"Richard III: His Life & Character by Markham"
36463,"Glacier National Park [Montana] by Interior"
36499,"Rounding up the Raider by Percy F.  Westerman"
36565,"The Welsh Pony by Olive Tilford Dargan"
36587,"A True Relation of the Apparition of one Mrs. Veal"
36764,"In the Track of the Bookworm by Irving Browne"
35758,"Nixchen. Ein Beitrag zur Psychologie der höheren"
36812,"Création et rédemption by Alexandre Dumas"
506,"The Shuttle by Frances Hodgson Burnett"
36817,"Rome by Malleson and Tuker"
24,"O Pioneers! by Willa Sibert Cather"
30,"New Etext of Bible"
256,"Motion Picture of Rotating Earth by United States"
435,"The Miracle Mongers, an Exposé by Harry Houdini"
600,"Notes from the Underground by Fyodor Dostoyevsky"
672,"The Secret Guide to Computers by Russ Walter"
913,"A Hero of Our Time by Mikhail Yurevich Lermontov"
969,"The Tenant of Wildfell Hall by Anne Brontë"
18805,"Hindi Biro!... ó Ang Anting-Anting by Francia"
830,"The Argonautica by Rhodius"
43,"The Strange Case of Dr. Jekyll and Mr. Hyde"
793,"Aeroplanes and Dirigibles of War by Talbot"
1201,"Essay on the Trial By Jury by Lysander Spooner"
1315,"Autobiography and Selected Essays by Huxley"
1485,"The Use and Need of the Life of Carry A. Nation"
1517,"The Merry Wives of Windsor by William Shakespeare"
1558,"The Profits of Religion by Upton Sinclair"
1641,"The Lesser Bourgeoisie by Honoré de Balzac"
1778,"A Midsummer Night's Dream by William Shakespeare"
1792,"Measure for Measure by William Shakespeare"
1805,"The Gentle Grafter by O. Henry"
1866,"North America — Volume 2 by Anthony Trollope"
1983,"Monsieur Beaucaire by Booth Tarkington"
2052,"Everybody's Business Is Nobody's Business by Defoe"
2074,"The Civilisation of the Renaissance in Italy"
1268,"Île mystérieuse. English by Jules Verne"
1353,"Off on a Comet! a Journey through Planetary Space"
2251,"Henry IV by William Shakespeare"
2683,"Saint's Progress by John Galsworthy"
2703,"The Argonauts of North Liberty by Bret Harte"
2724,"Theodore Roosevelt and His Times by Harold Howland"
2884,"The Mason-Bees by Jean-Henri Fabre"
2927,"The Darwinian Hypothesis by Thomas Henry Huxley"
3103,"Little Journey in the World by Warner"
2312,"Hermann und Dorothea by Johann Wolfgang von Goethe"
2343,"The Adventure of Wisteria Lodge by Doyle"
2974,"Memoirs of Casanova — Volume 24: London to Berli"
2875,"Personal Recollections of Joan of Arc — Volume 2"
3037,"The Age of Big Business; a chronicle of the captai"
2800,"Koran. English"
3114,"Education of the Negro by Charles Dudley Warner"
3120,"Modern Fiction by Charles Dudley Warner"
3162,"The Enchanted Typewriter by John Kendrick Bangs"
3192,"The Curious Republic of Gondour, and Other Whimsic"
3522,"Human Genome Project, Chromosome Number 22"
3575,"Recollections of the Private Life of Napoleon —"
3583,"The Essays of Montaigne — Volume 03 by Montaigne"
3690,"Floor Games; a companion volume to ""Little Wars"""
3838,"Memoirs of Marguerite de Valois — Volume 1 [Cour"
3856,"Memoirs of Louis XIV and His Court and of the Rege"
3875,"Memoirs of Louis XIV and His Court and of the Rege"
3877,"Memoirs of the Courts of Louis XV and XVI. Being s"
3948,"Cinq Mars — Volume 2 by Alfred de Vigny"
4166,"Diary of Samuel Pepys — Volume 44: July 1666"
4180,"Diary of Samuel Pepys — Volume 57: September 166"
4184,"Diary of Samuel Pepys — Complete 1667 N.S."
4450,"The Adventures of Harry Richmond — Volume 7"
4541,"The Crown of Life by George Gissing"
4557,"The Idea of Progress by J. B.  Bury"
4594,"Home Lights and Shadows by T. S.  Arthur"
4768,"Let's Collect Rocks and Shells"
4874,"History of the United Netherlands from the Death o"
4885,"History of the United Netherlands from the Death o"
4972,"Frederick Chopin, as a Man and Musician — Volume"
4999,"The Notebooks of Leonardo Da Vinci — Volume 2"
5316,"Красавице, которая нюхала"
5401,"Old Rose and Silver by Myrtle Reed"
5429,"Preface to Shakespeare by Samuel Johnson"
5490,"The Emperor — Volume 08 by Georg Ebers"
5560,"Margery — Complete by Georg Ebers"
5704,"The Physiology of Marriage, Part 1 by Balzac"
5752,"St. George and St. Michael Volume III by MacDonald"
5890,"Games for Hallow-e'en by Mary E. Blain"
6166,"Charles Lamb by Barry Cornwall"
6237,"The Lane That Had No Turning, Volume 1 by Parker"
5173,"The Religion of the Samurai by Kaiten Nukariya"
5254,"Four Little Blossoms on Apple Tree Island"
5880,"Reina Valera New Testament of the Bible 1865"
5501,"Serapis — Volume 01 by Georg Ebers"
6021,"A Prisoner in Fairyland by Algernon Blackwood"
6263,"The Weavers: a tale of England and Egypt of fifty"
6265,"The Weavers: a tale of England and Egypt of fifty"
6300,"The Project Gutenberg Complete Works of Gilbert Pa"
6378,"Victory by Joseph Conrad"
6403,"Petty Troubles of Married Life, Second Part"
6766,"The Press-Gang Afloat and Ashore by Hutchinson"
6816,"Canadian Wild Flowers by Helen M.  Johnson"
7039,"The Angel Adjutant of ""Twice Born Men"""
7293,"The Opium Habit by Horace B. Day"
7344,"Archibald Malmaison by Julian Hawthorne"
7381,"The Eustace Diamonds by Anthony Trollope"
7443,"Windy McPherson's Son by Sherwood Anderson"
6898,"The Boys of Columbia High on the Gridiron : or, th"
6587,"King Arthur's Socks and Other Village Plays"
6537,"Riders of the Purple Sage by Zane Grey"
6833,"Der Waldbruder, ein Pendant zu Werthers Leiden"
7523,"The Lady of the Decoration by Frances Little"
7672,"Harold : the Last of the Saxon Kings — Volume 01"
7842,"The Rise of Iskander by Disraeli"
7850,"Memoirs of Aaron Burr, Volume 1. by Davis"
7991,"The Storm by Aleksandr Nicolaevich Ostrovsky"
7993,"Oliver Goldsmith by Washington Irving"
8082,"Canyons of the Colorado by John Wesley Powell"
8327,"The Bible, Douay-Rheims, Book 27: Isaias"
8380,"Cuba in War Time by Richard Harding Davis"
8474,"Life on the Mississippi, Part 4. by Mark Twain"
8487,"Dame Care by Hermann Sudermann"
8697,"Guns and Snowshoes by Edward Stratemeyer"
8881,"A Fleece of Gold; Five Lessons from the Fable of J"
8492,"The King in Yellow by Robert W.  Chambers"
9209,"The Haunted Mind (From ""Twice Told Tales"")"
7717,"The Last of the Barons — Volume 03 by Lytton"
7860,"Die unheilbringende Krone by Ferdinand Raimund"
9352,"The End of the Tether by Joseph Conrad"
9374,"A Knight of the Nets by Barr"
9463,"The Under Dog by Francis Hopkinson Smith"
9527,"The Fatal Boots by William Makepeace Thackeray"
15985,"Deephaven and Selected Stories & Sketches"
9620,"Tales and Novels — Volume 06 by Maria Edgeworth"
9641,"Ugo: Scene del secolo X by Ambrogio Bazzero"
9676,"Silas Marner by George Eliot"
9852,"The Man from the Clouds by J. Storer  Clouston"
9888,"The Spread Eagle and Other Stories by Morris"
9917,"Your Child: Today and Tomorrow by Gruenberg"
9920,"The Garden of Bright Waters"
10016,"Punchinello, Volume 1, No. 21, August 20, 1870"
10029,"The Hunt Ball Mystery by William Magnay"
10128,"The Great Events by Famous Historians, Volume 17"
10219,"The Poetical Works of William Wordsworth — Volum"
10243,"Radio Program for WAAM, Newark, New Jersey"
10336,"A Select Collection of Old English Plays, Volume 7"
10404,"Man-Size by William MacLeod Raine"
10867,"The Atlantic Monthly, Volume 02, No. 13, November,"
10903,"Punch, or the London Charivari, Volume 153, Octobe"
10938,"The Headsman by James Fenimore Cooper"
10943,"Elusive Isabel by Jacques Futrelle"
10376,"American Indian stories by Zitkala-Sa"
10975,"Vitaulium: Hofwyck en Spaansche Wijsheit"
11049,"Eugénie Grandet by Honoré de Balzac"
11167,"Deccan Nursery Tales by C. A.  Kincaid"
11196,"The Atlantic Monthly, Volume 04, No. 21, July, 185"
11206,"Compendio di Chimica Fisiologica by Cominelli"
11334,"Wilson's Tales of the Borders and of Scotland, Vol"
11387,"The Mirror of Literature, Amusement, and Instructi"
11486,"The Mirror of Literature, Amusement, and Instructi"
11603,"The House of Cobwebs and Other Stories by Gissing"
11242,"The Life of Michelangelo Buonarroti by Symonds"
11110,"A Countess from Canada by Bessie Marchant"
11696,"The Food of the Gods and How It Came to Earth"
11020,"Angels & Ministers by Laurence Housman"
11102,"History of Negro Soldiers in the Spanish-American"
11843,"U.S. Copyright Renewals, 1971 January - June"
11857,"The Lay of Marie by Matilda Betham"
11864,"The Mirror of Literature, Amusement, and Instructi"
11865,"The Mirror of Literature, Amusement, and Instructi"
11905,"Sous les marronniers by Eugène Muller"
11971,"Dialstone Lane, Part 1. by W. W.  Jacobs"
11993,"A Residence in France During the Years 1792, 1793,"
12203,"Blundell's Improvement by W. W.  Jacobs"
12226,"What eight million women want by Rheta Childe Dorr"
12318,"A Compilation of the Messages and Papers of the Pr"
12402,"The Poets and Poetry of Cecil County, Maryland"
12493,"How John Became a Man by Isabel C.  Byrum"
11917,"The Story of Ireland by Emily Lawless"
12462,"A Compilation of the Messages and Papers of the Pr"
19888,"Nuove storie d'ogni colore by Emilio De Marchi"
22244,"Miss Pat at Artemis Lodge by Pemberton Ginther"
27642,"Lectures in Navigation by Ernest Gallaudet Draper"
23451,"Little Yellow Wang-lo by M. C. Bell"
12573,"The German Classics of the Nineteenth and Twentiet"
30233,"Folk-lore in Borneo by William Henry Furness"
12702,"The Tale of Peter Rabbit by Beatrix Potter"
30251,"Disqualified by Charles Louis Fontenay"
12663,"The Phantom Herd by B. M. Bower"
12611,"The Regent by Arnold Bennett"
12866,"Punch, or the London Charivari, Volume 100, Januar"
12872,"Punch, or the London Charivari, Volume 100, Januar"
12895,"Chief of Scouts by William F. Drannan"
17340,"Marianela by Benito Pérez Galdós"
13052,"The Mistress of the Manse by J. G.  Holland"
13076,"The Life of John Ruskin by W. G.  Collingwood"
13077,"Wild Western Scenes by J. B.  Jones"
13209,"The Second Violin by Grace S.  Richmond"
13269,"Punch, or the London Charivari, Volume 100, March"
13306,"Blackwood's Edinburgh Magazine — Volume 55, No."
13318,"Runoelmia by Paavo Emil Cajander"
13339,"Les Pardaillan — Tome 02, L'épopée d'amour"
13548,"Cambridge Essays on Education by Various"
13571,"Notes and Queries, Index of Volume 2, May-December"
13706,"Socialism and American ideals by Myers"
13737,"George Sand et ses amis by Albert Le Roy"
13742,"The Philippine Islands, 1493-1898 — Volume 08 of"
13780,"Minkä mitäkin Italiasta by Juhani Aho"
13402,"The Hindu-Yogi Science Of Breath by Atkinson"
13848,"Les diaboliques by d'Aurevilly"
13935,"The Mirror of Literature, Amusement, and Instructi"
13962,"Scientific American Supplement, No. 455, September"
14093,"Punch, or the London Charivari, Volume 152, Januar"
14232,"A Celtic Psaltery by Alfred Perceval Graves"
14240,"Reviews by Oscar Wilde"
14476,"Life of Robert Browning by William Sharp"
14503,"A Paranoia by Júlio de Matos"
14548,"The Laws of Candy by Beaumont and Fletcher"
14744,"Different Girls by Various"
13842,"The Story of Manhattan by Charles Hemstreet"
14293,"The Complete Book of Cheese by Brown"
13947,"Le vicomte de Bragelonne, Tome I. by Dumas"
14542,"The Lonesome Trail and Other Stories by Bower"
27303,"Les Corneilles by J.-H. Rosny"
14892,"Daniel Defoe by William Minto"
14911,"Bruges-la-morte by Georges Rodenbach"
14935,"Punch, or the London Charivari, Volume 1, November"
15123,"David Lockwin—The People's Idol by John McGovern"
15186,"Folk-Lore and Legends; Scandinavian by Various"
15286,"Réflexions sur le sort des Noirs dans nos colonie"
15387,"Jorrocks' Jaunts and Jollities by Surtees"
15445,"The Philippine Islands, 1493-1898 — Volume 14 of"
15490,"The Young Lady's Mentor by An English Lady"
15546,"The Last of the Peterkins by Lucretia P.  Hale"
15811,"Le serment des hommes rouges by Ponson du Terrail"
15871,"La femme française dans les temps modernes"
15917,"The Great Round World and What Is Going On In It,"
15963,"May-Day by Ralph Waldo Emerson"
15306,"The Mirrors of Downing Street by Harold Begbie"
16214,"As Farpas: Chronica Mensal da Politica, das Letras"
16239,"Colomba by Prosper Mérimée"
31165,"The Church Handy Dictionary by Anonymous"
16663,"The Tale of Solomon Owl by Arthur Scott Bailey"
16256,"The Psychology of Management by Gilbreth"
16292,"The Works of the Right Honourable Edmund Burke, Vo"
16309,"Paradoxes of Catholicism by Robert Hugh Benson"
16419,"The Olden Time Series, Vol. 5: Some Strange and Cu"
16506,"Epistle to a Friend Concerning Poetry (1700) and t"
16520,"The Girl and Her Religion by Margaret Slattery"
16524,"The Nursery, No. 107, November, 1875, Vol. XVIII."
16604,"Poison Island by Sir Arthur Thomas Quiller-Couch"
16678,"Tieni varrella tapaamia 1 by Maikki Friberg"
33552,"Acanthus and Wild Grape by Frank Oliver Call"
16643,"Essays by Ralph Waldo Emerson by Emerson"
16762,"Chronicles of England, Scotland and Ireland (2 of"
16829,"Herfsttij der Middeleeuwen by Johan Huizinga"
16852,"Au bonheur des dames by Émile Zola"
16895,"Oscar Wilde, His Life and Confessions by Harris"
16952,"In chiave di baritono by Antonio Ghislanzoni"
16970,"De kasteelen van Koning Lodewijk II van Beieren"
17036,"Opúsculos por Alexandre Herculano - Tomo 07"
17222,"Water Baptism by James H. Moon"
17264,"La sirène by Gustave Toudouze"
17279,"The Mormon Prophet by L.  Dougall"
17313,"Pikku kettuja by Harriet Beecher Stowe"
17055,"The Submarine Boys' Trial Trip by Victor G. Durham"
17151,"Bob Chester's Grit by Frank V. Webster"
16960,"History of the United States by Beard and Beard"
17006,"Two Christmas Celebrations by Theodore Parker"
16932,"The Religious Life of the Zuñi Child by Stevenson"
17030,"Super Man and the Bug Out by Cory Doctorow"
16974,"The Story of the ""9th King's"" in France by Roberts"
17728,"The Mirror of Literature, Amusement, and Instructi"
17795,"La dernière Aldini by George Sand"
17820,"From the Darkness Cometh the Light, or Struggles f"
17874,"Tre racconti sentimentali by Paolo Bettoni"
17896,"Carta bollata by Salvatore Farina"
18067,"L'effrayante aventure by Jules Lermina"
18154,"Calumet ""K"" by Merwin and Webster"
18185,"The Danger Mark by Robert W.  Chambers"
18263,"La fille des indiens rouges by H. Emile  Chevalier"
18189,"Growing Nuts in the North by Carl Weschcke"
18178,"Rakontoj by Jakub Arbes"
17741,"Pieces of Eight by Richard Le Gallienne"
18282,"Buhay at Mga Ginawâ ni Dr. José Rizal by Poblete"
36552,"York Minster by Arthur Perceval Purey-Cust"
18634,"First Impressions of the New World by Trotter"
18654,"What Might Have Been Expected by Stockton"
18759,"From the Ball-Room to Hell by Thomas A. Faulkner"
18775,"Chambers's Edinburgh Journal, No. 435 by Various"
18896,"Faith Gartney's Girlhood by A. D. T.  Whitney"
18906,"History of English Humour, Vol. 2 by L'Estrange"
18329,"The National Preacher, Vol. 2. No. 6., Nov. 1827"
18613,"The Golden Scorpion by Sax Rohmer"
18674,"A Chinese Wonder Book by Norman Hinsdale Pitman"
18727,"Histoire de Paris depuis le temps des Gaulois jusq"
18814,"The Mercenaries by H. Beam Piper"
18380,"The War After the War by Isaac Frederick Marcosson"
1115,"King Henry IV Part 1 by William Shakespeare"
19155,"The Seminole Indians of Florida by Clay MacCauley"
19185,"Santa Teresa by Teresa and Whyte"
19308,"Pioneers and Founders by Charlotte Mary Yonge"
19373,"Northern Nut Growers Association, Report Of The Pr"
19441,"My Friend the Chauffeur by A. M.  Williamson"
19481,"""Everyman,"" with other interludes, including eight"
19728,"Northern Nut Growers Association Report of the Pro"
19730,"Warwick Woodlands by Henry William Herbert"
20096,"Welsh Folk-Lore by Elias Owen"
20118,"Valkeat kaupungit by Veikko Antero Koskenniemi"
19315,"The Poems of Giacomo Leopardi by Giacomo Leopardi"
19976,"The Mabinogion Vol. 3"
19660,"Man of Many Minds by E. Everett  Evans"
19984,"Du service des postes et de la taxation des lettre"
20231,"Earth's Enigmas by Roberts"
20272,"Helsinkiin by Juhani Aho"
20596,"The Ballad of Reading Gaol by Oscar Wilde"
20615,"The Master-Knot of Human Fate by Ellis Meredith"
20695,"The Spirit of Sweetwater by Hamlin Garland"
20765,"Diary of Anna Green Winslow by Anna Green Winslow"
20905,"Heikki Helmikangas by Eero Sissala"
20989,"'A Comedy of Errors' in Seven Acts by Spokeshave"
21067,"Overdue by Harry Collingwood"
20931,"Tri Noveloj de Usona Verkisto Bret Harte by Harte"
20686,"Pride and Prejudice by Jane Austen"
20988,"Islands of Space by John Wood Campbell"
20965,"Die Kugel by Otto Zur Linde"
15313,"A Full Enquiry into the Nature of the Pastoral (17"
21708,"Up in the Clouds by R. M.  Ballantyne"
20032,"Northern Nut Growers Report of the Proceedings at"
21509,"Rowena & Harold by William Stephen Pryer"
21885,"The Ruinous Face by Maurice Henry Hewlett"
21218,"Mayfair, Belgravia, and Bayswater by G. E.  Mitton"
21157,"Queen Lucia by E. F.  Benson"
21647,"Subspace Survivors by E. E.  Smith"
18692,"Une Pupille Genante by Roger Dombre"
21928,"Light Freights by W. W.  Jacobs"
21936,"Theft by Jack London"
22145,"A Book of Burlesques by H. L.  Mencken"
22089,"The Liberty Minstrel by George Washington Clark"
21976,"Three Years in the Sixth Corps by Stevens"
21992,"Christianity and Progress by Harry Emerson Fosdick"
22162,"Children of the Old Testament by Anonymous"
22173,"The Grell Mystery by Frank Froest"
22227,"The 4-D Doodler by Graph Waldeyer"
22186,"For the Liberty of Texas by Edward Stratemeyer"
22313,"Punch, or the London Charivari, Volume 150, Februa"
22580,"Het Geheimzinnige Eiland by Jules Verne"
22485,"Devon, Its Moorlands, Streams and Coasts"
22498,"Le commedie - lo astrologo by Porta"
22720,"The Minister of Evil by William Le Queux"
22756,"The Enchanted Island by Fannie Louise Apjohn"
22924,"Pathfinder by Alan Douglas"
22981,"Letters of Two Brides by Honoré de Balzac"
23072,"The Voyage of the ""Steadfast"" by Kingston"
23121,"Our Little Lady by Emily Sarah Holt"
23168,"A Ride With A Mad Horse In A Freight-Car by Murray"
23225,"Notes and Queries, Number 73, March 22, 1851"
23226,"Chambers's Edinburgh Journal, No. 455 by Various"
23240,"Blackwood's Edinburgh Magazine, No. CCCXXXVI. Octo"
22627,"German Science Reader by Charles Frederick Kroeh"
22754,"Masters of Space by Evans and Smith"
22898,"Elegia by Manuel Maria Barbosa du Bocage"
23392,"The Hours of Fiammetta by Rachel Annand Taylor"
23459,"Fishy-Winkle by Jean C. Archer"
23460,Abroad
23671,"The Strange Little Girl by V. M."
23878,"人間樂 by Tianhuazangzhuren"
23923,"How Doth the Simple Spelling Bee by Owen Wister"
23938,"木蘭奇女傳 by Anonymous"
23973,"Mrs. Christy's Bridge Party by Sara Ware Bassett"
24033,"Dave Porter in the Gold Fields by Stratemeyer"
24089,"The Five Jars by M. R.  James"
24266,"Das Schönste von Max Dauthendey by Max Dauthendey"
24299,"The Cryptogram by William Murray Graydon"
24339,"Suicida by Camilo Ferreira Botelho Castelo Branco"
24342,"The Story of the Outlaw by Emerson Hough"
24001,"The Physical Life of Woman: by George H.  Napheys"
5281,"Tales and Novels of J. de La Fontaine — Volume 0"
26402,"Engelhart Ratgeber by Jakob Wassermann"
26222,"The Imitation of Christ by à Kempis Thomas"
24475,"The Nursery, February 1873, Vol. XIII. by Various"
24673,"A Phenomenal Fauna by Carolyn Wells"
24706,"James Cutbush by Edgar Fahs Smith"
24725,"Stories from English History by Hilda T. Skae"
25391,"甌北詩話 by Yi Zhao"
25423,"狂人日記 by Xun Lu"
25078,"No Moving Parts by Murray F. Yaco"
24508,"Chronica de el-rei D. Affonso V (Vol. III) by Pina"
25585,"Shakespeare, Ben Jonson, Beaumont and Fletcher"
25641,"Cartas de Inglaterra by Queirós"
25724,"The Other Side of the Door by Lucia Chamberlain"
25825,"At Plattsburg by Allen French"
25832,"Punch, or the London Charivari, Vol. 98  January 1"
26162,"Peking Dust by Ellen Newbold La Motte"
26297,"Little Women by Louisa May Alcott"
26301,"Pride and Prejudice by Jane Austen"
26303,"Right Ho, Jeeves by P. G.  Wodehouse"
26319,"A Text-Book of the History of Architecture"
26407,"An Arrow in a Sunbeam by Sarah Orne Jewett"
26595,"The Condition and Tendencies of Technical Educatio"
26672,"Bookbinding, and the Care of Books by Cockerell"
26753,"Notes and Queries, Number 183, April 30, 1853"
26766,"Henri VIII by William Shakespeare"
26781,"Letters on the Nicobar islands, their natural prod"
26862,"Howard Pyle's Book of Pirates by Howard Pyle"
26886,"梁公九諫 by Unknown"
26928,"Ladies-In-Waiting by Kate Douglas Smith Wiggin"
26935,"Conservation Reader by Harold W.  Fairbanks"
27045,"Project Gutenberg (1971-2008) by Marie Lebert"
27107,"金雲翹傳 by Qingxincairen"
27148,"蕉葉帕 by Ben Shan"
27278,"Recueil des exemples de la malice des femmes, et d"
27456,"Nezumi no yomeiri. English by Unknown"
27487,"Jan en Florence by Louis Couperus"
27464,"A Scientist Rises by Desmond Winter Hall"
27497,"Napoleão no Kremlin by José da Silva Mendes Leal"
28844,"The Souls of Black Folk by W. E. B.  Du Bois"
24780,"The Letters of Queen Victoria : A Selection from h"
25130,"夜雨秋燈錄 by Ding Xuan"
27580,"Raleigh by Edmund Gosse"
27596,"隋唐嘉話 by fl. 742-755 Su Liu"
7357,"J. Cole by Emma Gellibrand"
27794,"Fantômas by Marcel Allain and Pierre Souvestre"
27829,"Introduction to the History of Religions by Toy"
27862,"The Cauliflower by A. A.  Crozier"
27881,"In Château Land by Anne Hollingsworth Wharton"
27950,"The Rhodesian by Gertrude Page"
28053,"Celebration in Baltimore of the Triumph of Liberty"
28246,"Harper's Young People, December 2, 1879 by Various"
28272,"Biographia Scoticana (Scots Worthies) by Howie"
28398,"Movement of the International Literary Exchanges,"
28500,"All About Coffee by William H.  Ukers"
28514,"The Prairie Child by Arthur Stringer"
28634,"Religious Life of Virginia in the Seventeenth Cent"
28644,"Beyond the Door by Philip K. Dick"
28707,"Na Guella do Leão by Sabugosa"
28659,"The Acts of Uniformity by T. A.  Lacey"
28748,"The Sandman: His Sea Stories by Hopkins"
28759,"Neiti Klairon by L.  Mühlbach"
28886,"The Hickory Limb by Parker Fillmore"
28934,"The Surrender of Napoleon by Maitland"
29023,"Treasure Valley by Mary Esther Miller MacGregor"
29163,"The Aural System by Charles Hardy"
29337,"Japanese Fairy World by William Elliot Griffis"
29370,"Portuguese Architecture by Walter Crum Watson"
29439,"Dr. Sevier by George Washington Cable"
29480,"Hymns from the Morningland"
29490,"De dood van Sherlock Holmes — De terugkeer van S"
29518,"Punch, Or The London Charivari, Vol 150, February"
29509,"Warm by Robert Sheckley"
29543,"Ox-Team Days on the Oregon Trail by Driggs"
29681,"A Mountain Boyhood by Joe Mills"
29723,"The Mayas, the Sources of Their History"
29819,"Manuel de Moraes by J. M. Pereira da  Silva"
29874,"Delitto ideale by Luigi Capuana"
30057,"The Pirate Woman by Aylward Edward Dingle"
30085,"Life of Henry Martyn, Missionary to India and Pers"
30169,"The Story of the White Mouse by Unknown"
30070,"Bom-senso e bom-gosto by Quental"
30187,"Death Points a Finger by Will Levinrew"
30241,"The Person and Work of The Holy Spirit by Torrey"
30315,"Raeburn by Sir J. L.  Caw"
30534,"Punch, or the London Charivari, Vol. 98, April 12,"
30548,"The Shores of the Adriatic by F. Hamilton  Jackson"
30589,"The Continental Dragoon by Robert Neilson Stephens"
30639,"Border, Breed Nor Birth by Mack Reynolds"
30743,"The Philosophy of Evolution by Carpenter"
30833,"The Eyes Have It by Randall Garrett"
30954,"The Works of Robert Louis Stevenson - Swanston Edi"
30961,"The Rushton Boys at Rally Hall by Davenport"
31003,"The History and Antiquities of Horsham by Dudley"
31064,"Stories by American Authors, Volume 2 by Various"
31162,"The International Monthly, Volume 5, No. 3, March,"
35500,"Nuts and Nutcrackers by Charles James Lever"
31198,"Legenden en Romances van Spanje by Lewis Spence"
31271,"The Writings Of Thomas Paine, Volume III. by Paine"
31296,"The Ethnology of the British Colonies and Dependen"
31349,"Satan and the Comrades by Ralph Bennitt"
31425,"Report of the Decision of the Supreme Court of the"
31476,"The Long Necked Bottle by Paul Cameron Brown"
31483,"The First Little Pet Book with Ten Short Stories i"
31543,"A Concise Anglo-Saxon Dictionary by Hall"
31594,"The Song of Lancaster, Kentucky by Potts"
31611,"Robots of the World! Arise! by Mari Wolf"
31738,"The Rebellion in the Cevennes, an Historical Novel"
31739,"The Rebellion in the Cevennes, an Historical Novel"
31752,"The Gold Sickle by Eugène Sue"
31791,"Training the Teacher by Martin G. Brumbaugh"
31820,"The Serapion Brethren, by Hoffmann"
31837,"Little Wolf by M. A. Cornelius"
31904,"Lettres à M. Panizzi - 3eme édition, Tome I"
31944,"Le livre, de l'imprimé au numérique by Lebert"
31995,"The Reluctant Weapon by Howard L. Myers"
32086,"Japan by Dorothy Menpes"
32109,"Tales of the Caravan, Inn, and Palace by Hauff"
32141,"Garden and Forest Weekly, Volume 1 No. 1, February"
32163,"Elsie on the Hudson by Martha Finley"
32240,"The Boy Scouts in the Blue Ridge by Herbert Carter"
32408,"Marie Antoinette and the Downfall of Royalty"
32409,"Seeds of Pine by Janey Canuck"
32477,"The Future of English Poetry by Edmund Gosse"
32562,"""And That's How It Was, Officer"" by Ralph Sholto"
32632,"The Spy by James Fenimore Cooper"
32648,"The Minute Boys of York Town by James Otis"
32718,"The Trap by Betsy Curtis"
32741,"Ποιήματα - Τόμος Πέμπτος -"
32885,"Circle of Flight by Richard Stockham"
32951,"The Bull-Run Rout by Edward Henry Clement"
32869,"Factos Notaveis da Historia Portugueza e Biographi"
33087,"Discoveries by W. B.  Yeats"
33170,"The Itching Palm by William R Scott"
33174,"The Book of This and That by Robert Lynd"
33200,"The Women of Tomorrow by William Hard"
33295,"Encyclopaedia Britannica, 11th Edition, Volume 5,"
33452,"Harper's New Monthly Magazine, No. V, October, 185"
33736,"The Tempering by Charles Neville Buck"
33768,"Erthe Upon Erthe by Various"
33795,"Pictures of German Life in the XVth XVIth and XVII"
33808,"Dominique by Eugène Fromentin"
33910,"The Jolliest Term on Record by Angela Brazil"
33922,"True Detective Stories by Cleveland Moffett"
33949,"Valikoima Jaakko Juteinin runoja by Jaakko Juteini"
34028,"Races and Immigrants in America by Commons"
34055,"Charles Di Tocca by Cale Young Rice"
34108,"The Sacred Egoism of Sinn Féin by Boyd"
34154,"Schetsen, Eerste bundel by Herman Heijermans"
34192,"The Glaciers of the Alps by John Tyndall"
34233,"Cranial Osteiology of the Hylid Frog, Smilisca bau"
34311,"Geographic Range of the Hooded Skunk, Mephitis mac"
34327,"Paul Verlaine by Stefan Zweig"
34496,"Aimer quand même by Jean de La Brète"
34575,"The Triumph of Virginia Dale by John Francis"
